id,target
133627,109.74466001084112
133629,54.58829816286875
133630,50.27792012482805
133631,47.28000423476816
133633,46.34791333135142
133634,62.459003256795214
133635,59.61269043412256
133637,66.28117130069509
133638,51.95615921037296
133639,47.94712035872746
133641,45.18543004348536
133642,65.77225603348191
133643,130.83732536317436
133645,89.61460220139905
133646,64.40368438739682
133647,60.98138349654519
133649,59.80952251223109
133650,86.65966912906083
133651,144.74954166162667
133653,96.99725254944913
133654,65.54865870074684
133655,67.31548613633653
133657,67.73913095645003
133658,80.93039101533347
133659,149.6133002285872
133661,87.11188084911659
133662,71.42132329578087
133663,72.42242687654164
133665,76.5177250318518
133666,84.91771329079559
133667,161.54850431120894
133669,86.58232724496303
133670,70.06719409796206
133671,75.2122935797731
133673,73.02192522767301
133674,81.46797279878851
133675,166.94369169954354
133677,72.24260153850048
133678,50.672317053747626
133679,59.50104738985298
133681,63.36462132228048
133682,63.84914134218607
133683,138.95374542206088
133685,69.71642523528962
133686,55.270368306519934
133687,67.3909233061164
133689,57.28074548776719
133690,65.50448687509281
133691,75.18096066394291
133693,42.17336362190239
133694,38.22203456646186
133695,48.52313583076099
133697,46.440446920640994
133698,40.283811845121804
133699,55.28309965224601
133701,38.3437293638915
133702,42.63953429329172
133703,41.21842227482387
133705,40.94203071982598
133706,37.63596452175888
133707,37.21122294578464
133709,28.239321704647352
133710,31.538962076435666
133711,34.53489606102222
133713,34.769233630176984
133714,28.902385982615066
133715,36.72449758856305
133717,26.779003477308137
133718,31.417481222657326
133719,36.75317013085639
133721,33.855620469735
133722,26.127683217870114
133723,25.6476514271608
133725,23.675823153414022
133726,25.324480733576394
133727,31.872285393433636
133729,26.64070224558713
133730,23.107699624932692
133731,27.58016424165362
133733,28.39456230786829
133734,31.16223164567904
133735,39.44772279655702
133737,26.88959888117848
133738,25.83852097178415
133739,29.929385481740315
133741,26.73945897677246
133742,31.61703373998573
133743,40.14899919256425
133745,33.67275509203798
133746,24.393913814256265
133747,28.893059006405764
133749,30.562931766362293
133750,45.640812064587536
133751,43.95812692772009
133753,45.36365069258747
133754,28.889060439345634
133755,46.53271480852866
133757,49.38857298073167
133758,53.58927249300999
133759,53.02112916794073
133761,67.32803747363607
133762,47.512492855592996
133763,60.96395007571633
133765,57.495016762671575
133766,58.17047616084628
133767,62.978666629776846
133769,61.58023550415483
133770,55.582919076527034
133771,150.3721214616532
133773,113.6788702668775
133774,118.8627986540566
133775,128.37483948600482
133777,116.20891960880125
133778,116.91016056847424
133779,197.5277877070058
133781,186.0241850466296
133782,172.5674857558797
133783,194.188386699717
133785,172.63410466788213
133786,171.58286726602722
133787,185.12863935069666
133789,141.5798129212441
133790,144.5129509465236
133791,124.02109665464312
133793,128.72029610208057
133794,139.10932154805676
133795,167.91403212770325
133797,136.24003636884856
133798,166.1533469179718
133799,138.78350297331605
133801,153.02254602304492
133802,138.64068235107894
133803,103.79797477676601
133805,65.75902745458518
133806,73.6701228928325
133807,73.3795607002893
133809,75.63228950518474
133810,66.72152481572041
133811,94.09027418399853
133813,42.11450923049517
133814,50.53475830369818
133815,46.0691153106814
133817,47.350450613771216
133818,43.64784114521787
133819,107.06109911178461
133820,40.04269856783107
133821,37.073015564052085
133822,38.62365536677456
133823,34.35049826869155
133824,39.84402770897509
133825,138.85925287164676
133826,55.66202368559247
133827,30.866878825512828
133828,30.196382341613738
133829,33.184971425766406
133830,52.654717545502976
133831,130.9188207341848
133832,55.6725288147411
133833,23.73924144718766
133834,26.141810233893423
133835,31.61932781249481
133836,55.7726557394692
133837,119.97882924172862
133838,41.02787768387371
133839,25.016158422007216
133840,23.928848230744734
133841,23.961863942660983
133842,45.318280242218805
133843,133.81163093897953
133844,39.757344684961794
133845,28.199582951682473
133846,28.189777899149945
133847,27.34276454050043
133848,44.002827773522384
133849,125.93914698431666
133850,43.666450183731044
133851,32.30304286794525
133852,26.68621043093443
133853,29.014770626387318
133854,45.638750834072795
133855,119.77551963362143
133856,50.87488728022319
133857,35.01684038754057
133858,39.577187269222364
133859,33.640141527068536
133860,47.2152008976312
133861,109.47044028994117
133862,60.10939581484189
133863,40.616369211487545
133864,42.831788842250404
133865,39.20966773537516
133866,60.00504031429615
133867,42.80521596575112
133868,32.78754122701423
133869,26.461712169315703
133870,24.204953763861763
133871,26.772528844922512
133872,31.475911998789176
133873,33.63263104613259
133874,25.44455751849031
133875,23.693102190514225
133876,24.989881658461037
133877,24.132289580679924
133878,28.515695695918154
133879,21.032164147388634
133880,18.599451504548643
133881,20.32876956556276
133882,21.709833916227865
133883,22.28971649340452
133884,18.93201967066718
133885,19.168867840334038
133886,19.234625634343935
133887,20.890991719309657
133888,24.104785325427002
133889,22.40765020355053
133890,21.44771019061252
133891,38.16857382067301
133892,43.493896244904924
133893,47.234656399118926
133894,48.495039641380984
133895,47.735497064538464
133896,43.76515780420378
133897,24.6106935732954
133898,34.56479902794194
133899,50.44860909171038
133900,36.81725970848845
133901,35.69522882853545
133902,31.274727928821765
133903,36.317962756835406
133904,35.258024848291164
133905,45.72369106656149
133906,36.97140338847812
133907,38.32283042111948
133908,35.16545725429381
133909,43.785753740923546
133910,42.64556595115837
133911,47.33331228063991
133912,40.49322968685398
133913,41.90778186498733
133914,31.805059875718317
133915,54.36203091888836
133916,42.50698694862628
133917,47.587387030863994
133918,40.24656381218337
133919,42.86321662608004
133920,35.81480357168287
133921,69.6475675492043
133922,44.47664667721327
133923,43.65253588401527
133924,46.20175314791856
133925,57.10871961043454
133926,41.75183219638026
133927,119.76312694431016
133928,59.6712523482461
133929,55.12189802001358
133930,64.09280501077208
133931,73.55394922734669
133932,72.37118990157583
133933,244.4529507789995
133934,165.00774913012282
133935,126.67561107854695
133936,148.90085031731877
133937,158.6593989034261
133938,162.03990132213283
133939,186.70983281935747
133940,107.38548171944296
133941,104.56816474840049
133942,113.35300527842737
133943,111.77697510995313
133944,109.47642213599306
133945,175.6184665351933
133946,129.24006898015344
133947,127.94396880839304
133948,142.86664868623572
133949,146.09872524770856
133950,128.62337219375036
133951,132.34004446040456
133952,84.84718626265666
133953,81.15302347465791
133954,77.93475433080718
133955,80.48746614740078
133956,80.03524832650169
133957,120.28302714385615
133958,57.82515863159465
133959,53.070184885214054
133960,50.36463217638503
133961,52.20342446022528
133962,54.9224167312164
133963,102.35579980556366
133964,43.145820204903586
133965,36.63379159506327
133966,29.02656025599741
133967,33.95081226007706
133968,45.7766481257448
133969,123.85911577364993
133970,60.13634837604496
133971,43.42525395243614
133972,31.578406259306234
133973,31.592323442629315
133974,59.00107924419459
133975,135.330798611258
133976,68.19102714195768
133977,39.043347081377846
133978,34.768434467321114
133979,40.329235243697994
133980,64.95491001969354
133981,152.6002318355509
133982,50.3494838359716
133983,42.96442346128967
133984,30.034213799153978
133985,41.814266134540006
133986,61.584038219834376
133987,161.6406793744051
133988,48.01695996839362
133989,40.77747967705517
133990,29.680213405399712
133991,40.340606598683536
133992,51.13664093948085
133993,199.99130472409274
133994,52.633114923840544
133995,42.64190211096627
133996,42.44308391102045
133997,35.74406832069745
133998,52.14925187406021
133999,171.84186802469748
134000,63.64105029927912
134001,51.12959096422698
134002,38.718842230475346
134003,40.28934289349447
134004,59.663570355658464
134005,137.29455345674143
134006,64.05870313329777
134007,42.10873499559192
134008,40.67576413846783
134009,37.80555439981862
134010,59.44587311193581
134011,40.277378168949184
134012,31.38244870637927
134013,22.86598185798354
134014,24.01730417421822
134015,24.572390378294337
134016,28.85374993018889
134017,27.138648767975354
134018,22.86285872469541
134019,22.152295383823084
134020,25.528226508239534
134021,25.55863459764671
134022,22.451473214464805
134023,21.08466159425435
134024,19.549199056414416
134025,19.62874436970463
134026,22.427764197879913
134027,23.03606221390502
134028,19.44456625228285
134029,22.895834336036856
134030,20.63470868631131
134031,23.098662734357795
134032,25.238473632311226
134033,24.966921933369996
134034,21.46180956870137
134035,33.544098185731954
134036,31.795766701186686
134037,35.56726895832457
134038,48.55491983253492
134039,42.175105815748616
134040,32.17612008264409
134041,19.35265656226968
134042,26.925802360937737
134043,33.241812701085166
134044,40.9973276929631
134045,37.85325387685176
134046,26.863660767205303
134047,19.135423178322625
134048,24.699502405669023
134049,33.141050124268475
134050,36.586359902877874
134051,36.664297996606095
134052,24.89354316763866
134053,37.035437890205
134054,34.03488445371243
134055,42.0008699193009
134056,25.722294352653684
134057,39.50531966727092
134058,33.08690972987
134059,45.050274416029204
134060,41.638328397418626
134061,60.16890710912958
134062,62.423588788032134
134063,45.34342663357514
134064,44.026049837028836
134065,63.32363029453842
134066,45.3110202487463
134067,68.88272105191214
134068,65.80104744589508
134069,64.52958999742336
134070,43.07549676148591
134071,185.97672821190878
134072,155.113731664655
134073,147.2474115066097
134074,145.96399593778875
134075,109.04109589729019
134076,141.10773286313133
134077,415.0769981994615
134078,344.6197076815828
134079,356.9088197550231
134080,369.2742815258655
134081,296.44076520171905
134082,345.54219165769075
134083,195.7652765950721
134084,152.14471550882365
134085,156.0890808476248
134086,153.88050862436486
134087,149.5292151432693
134088,141.02690373798885
134089,120.29847948691666
134090,81.2197195585359
134091,99.74555557109645
134092,80.54621464489806
134093,91.20339427473465
134094,87.79727546618258
134095,95.35439342453083
134096,40.851532790235474
134097,46.15076686446933
134098,48.71844138148229
134099,53.40272078239537
134100,42.38677938029407
134101,65.82800279511504
134102,27.78976832422213
134103,33.81721945046825
134104,33.26883500226603
134105,33.47659143060065
134106,30.90729946888069
134107,50.90324454136022
134108,18.66637101058516
134109,19.272076071866724
134110,19.31848915430406
134111,19.200991916078657
134112,18.927740777034067
134113,45.91589563880818
134114,16.671227412369838
134115,20.941066008186098
134116,20.821183227064594
134117,18.392156144491455
134118,15.493856240180454
134119,47.862514006184604
134120,17.805775853427605
134121,19.803524569601564
134122,20.33812017321717
134123,19.560602143292463
134124,17.20647847920239
134125,45.860828386577374
134126,17.810192677054918
134127,17.920907063268785
134128,15.475825699352193
134129,16.935164841576388
134130,15.891583100278442
134131,43.02341602433104
134132,12.799920698948327
134133,18.568457069933302
134134,12.253137515313597
134135,17.067153541428347
134136,17.325897489775528
134137,49.11920414448623
134138,15.035880239935773
134139,24.742712830473824
134140,20.21738533760354
134141,21.297652385045506
134142,15.26322878832643
134143,45.16043341055256
134144,12.853692291967938
134145,21.335428753590833
134146,17.47508323460347
134147,17.004491595746234
134148,19.41119736219835
134149,32.662734717970224
134150,15.092561839945766
134151,18.919768324492857
134152,17.355019549202268
134153,17.46269216367954
134154,20.34254410035944
134155,16.96398741622925
134156,11.975096215172965
134157,15.754868447533177
134158,14.27884826973591
134159,15.572420874005674
134160,11.40957734769861
134161,12.66409553264322
134162,11.56782534637536
134163,15.032094413779628
134164,15.012954251121094
134165,16.69882942579136
134166,11.940838160310655
134167,13.341730658993928
134168,10.069226413625849
134169,17.456661021342192
134170,17.033127523834885
134171,16.473029349812386
134172,7.933287462138742
134173,14.343582041539225
134174,16.012789840170498
134175,18.855414149142888
134176,17.894658349490854
134177,19.29326724070269
134178,10.865502489392467
134179,24.417673851950703
134180,21.640620361162163
134181,29.787502656772965
134182,24.95269370457639
134183,28.852045612214468
134184,17.516898667075907
134185,49.24480344232437
134186,31.105342087783335
134187,35.684698995845736
134188,34.66825074179102
134189,34.82271756981697
134190,37.45931216388611
134191,48.213313358767564
134192,56.86976722934982
134193,44.86106789002712
134194,34.618111125601814
134195,39.86729730896833
134196,47.17724543392421
134197,55.64139035976946
134198,117.48463819045843
134199,33.44662289023643
134200,28.653828240040795
134201,39.44875731799103
134202,73.69755423550664
134203,93.06199911774289
134204,176.93802369110944
134205,88.73540664380387
134206,68.25297524785182
134207,90.52702223690626
134208,152.79367454589226
134209,105.22650473944307
134210,168.43255551048918
134211,79.80445166812726
134212,80.38345890536618
134213,83.71981699122739
134214,157.20232556431557
134215,168.99736708998725
134216,150.37399968618666
134217,94.69555951405613
134218,87.36166389676202
134219,95.46271519806128
134220,171.75573800956562
134221,182.3079608563903
134222,215.25159598326726
134223,79.66430002331906
134224,120.8022753449889
134225,122.3714236809001
134226,221.8722555076194
134227,101.88174853294063
134228,94.69902108288366
134229,47.41889450824684
134230,88.58938882957415
134231,68.09079466307284
134232,94.5014381834186
134233,72.04801490057676
134234,48.22480054847043
134235,36.896406751235546
134236,26.86091532293029
134237,50.543257209786574
134238,52.0086281995744
134239,53.12896781890826
134240,36.59286702128743
134241,35.33838067353002
134242,33.58963729938773
134243,30.1073295531892
134244,39.505352039191166
134245,33.774121461064354
134246,18.98380523346134
134247,25.1860492465776
134248,21.767521100791253
134249,21.667633395028638
134250,17.0581818712986
134251,34.36667255662779
134252,9.844950723755447
134253,18.342237531154588
134254,12.797037525797952
134255,14.155860428511454
134256,10.037251220162544
134257,38.47616981619028
